17,2015-08-30,1.56,14000.96,459.35,11740.46,0.0,1801.15,190.0,1611.15,0.0,organic,2015,CincinnatiDayton
17,2017-09-03,1.34,188701.54,76965.28,42751.23,76.41,68908.62,57883.39,10273.89,751.34,conventional,2017,Nashville
34,2015-05-03,1.84,2721.25,6.17,101.63,0.0,2613.45,2613.45,0.0,0.0,organic,2015,Syracuse
7,2016-11-06,2.82,5372.3,1769.57,3105.69,0.0,497.04,493.71,3.33,0.0,organic,2016,Sacramento
21,2016-07-31,1.52,814505.22,185496.96,513372.1,42846.42,72789.74,71153.86,948.38,687.5,conventional,2016,SanFrancisco
3,2015-12-06,1.08,1245289.61,579077.46,394656.96,13005.11,258550.08,243961.62,13539.44,1049.02,conventional,2015,Plains
36,2015-04-19,2.09,3324.7,1372.59,1894.04,0.0,58.07,6.67,51.4,0.0,organic,2015,StLouis
9,2018-01-21,1.04,310587.46,192632.7,23240.42,2212.37,92501.97,79583.19,11776.55,1142.23,conventional,2018,NewOrleansMobile
5,2016-11-20,2.03,13147.71,639.47,6753.59,330.46,5424.19,5399.24,24.95,0.0,organic,2016,BaltimoreWashington
52,2017-01-01,2.06,13438.22,14.8,2181.53,0.0,11241.89,10636.25,605.64,0.0,organic,2017,Boston
27,2017-06-25,0.92,6466429.64,3274928.07,1121983.76,16796.23,2052721.58,1518938.69,530616.8,3166.09,conventional,2017,SouthCentral
44,2015-02-22,1.11,749845.79,50501.07,445970.56,62611.61,190762.55,186976.97,3785.58,0.0,conventional,2015,BaltimoreWashington
12,2016-10-02,1.55,1211.27,10.75,206.58,0.0,993.94,987.96,5.98,0.0,organic,2016,BuffaloRochester
8,2015-11-01,0.97,204738.15,129683.8,16059.69,486.47,58508.19,50413.78,8082.05,12.36,conventional,2015,NewOrleansMobile
30,2016-05-29,1.62,39722.85,625.03,30792.23,27.93,8277.66,478.03,7799.63,0.0,organic,2016,Seattle
0,2018-03-25,1.48,7250.69,43.77,1759.47,0.0,5447.45,4834.97,612.48,0.0,organic,2018,Nashville
19,2017-08-20,1.4,348843.91,158452.34,70864.82,2138.0,117388.75,84288.4,28388.92,4711.43,conventional,2017,SouthCarolina
4,2017-12-03,0.85,1199422.0,575766.0,258400.0,5217.0,360040.0,278475.0,81498.0,67.0,conventional,2017,DallasFtWorth
37,2015-04-12,1.71,1742.87,0.0,47.91,0.0,1694.96,1694.96,0.0,0.0,organic,2015,Syracuse
10,2018-01-14,1.93,16205.22,1527.63,2981.04,727.01,10969.54,10919.54,50.0,0.0,organic,2018,WestTexNewMexico
0,2017-12-31,1.09,202635.01,2522.84,103361.16,58453.24,38297.77,17391.94,4053.28,16852.55,conventional,2017,GrandRapids
26,2017-07-02,1.22,314536.29,95259.45,93112.35,6531.77,119632.72,112838.17,2159.55,4635.0,conventional,2017,RaleighGreensboro
29,2017-06-11,1.16,94583.08,16949.7,27300.24,62.41,50270.73,50207.99,13.63,49.11,conventional,2017,Spokane
37,2016-04-10,1.1,152123.92,1278.33,55802.4,53.93,94989.26,94766.21,113.33,109.72,conventional,2016,BuffaloRochester
39,2016-03-27,1.85,114767.54,4081.0,20857.17,2136.08,87693.29,77619.07,10074.22,0.0,organic,2016,Northeast
36,2017-04-23,1.46,295788.03,60299.3,42596.28,33427.76,159464.69,144672.71,4014.98,10777.0,conventional,2017,Detroit
27,2016-06-19,1.2,882074.39,64899.84,550499.79,163027.81,103646.95,99766.0,1867.44,2013.51,conventional,2016,Chicago
1,2015-12-20,1.17,1807.57,10.29,409.07,0.0,1388.21,689.27,698.94,0.0,organic,2015,Boise
1,2015-12-20,1.21,350533.71,238269.18,32386.55,92.33,79785.65,50138.45,29624.11,23.09,conventional,2015,MiamiFtLauderdale
9,2017-10-29,1.69,15261.11,132.44,2891.29,66.22,12171.16,10955.01,1216.15,0.0,organic,2017,SouthCarolina
43,2017-03-05,2.92,21218.15,8013.98,10054.06,0.0,3150.11,3150.11,0.0,0.0,organic,2017,SanFrancisco
36,2017-04-23,1.94,5282.78,2020.23,169.22,0.0,3093.33,3093.33,0.0,0.0,organic,2017,Tampa
49,2016-01-17,1.52,25573.57,777.31,24636.26,0.0,160.0,160.0,0.0,0.0,organic,2016,Chicago
35,2017-04-30,2.76,8391.71,302.62,4790.79,293.52,3004.78,2644.5,360.28,0.0,organic,2017,RaleighGreensboro
17,2015-08-30,1.32,11583.26,2544.39,5844.25,0.0,3194.62,383.01,2811.61,0.0,organic,2015,Detroit
52,2017-01-01,1.43,105349.04,1285.48,58531.95,102.52,45429.09,45155.38,255.65,18.06,conventional,2017,BuffaloRochester
49,2017-01-22,1.82,1897.07,78.83,128.24,0.0,1690.0,1690.0,0.0,0.0,organic,2017,Albany
23,2016-07-17,0.97,3092234.0,1201992.39,630743.25,84008.42,1175489.94,1079717.14,73173.55,22599.25,conventional,2016,LosAngeles
38,2017-04-09,2.09,2857.82,0.0,172.93,0.0,2684.89,923.75,1761.14,0.0,organic,2017,Syracuse
12,2017-10-08,1.84,7804.28,2487.05,2762.42,0.0,2554.81,2551.48,3.33,0.0,organic,2017,Sacramento
12,2015-10-04,1.23,151219.39,64603.33,36643.05,51.42,49921.59,46870.06,3051.53,0.0,conventional,2015,StLouis
51,2016-01-03,1.42,5741.19,939.13,2479.3,0.0,2322.76,1508.21,814.55,0.0,organic,2016,Nashville
15,2016-09-11,1.38,124095.82,1657.87,81283.86,65.32,41088.77,39986.67,1102.1,0.0,conventional,2016,BuffaloRochester
16,2017-09-10,1.75,108438.31,31218.95,4601.22,0.0,72618.14,71103.81,1514.33,0.0,organic,2017,SouthCentral
43,2017-03-05,1.45,220712.33,28613.88,65742.41,6.34,126349.7,89588.54,36761.16,0.0,organic,2017,California
18,2016-08-21,1.28,11414.48,32.84,677.47,0.0,10704.17,10694.49,9.68,0.0,organic,2016,Boston
39,2015-03-29,0.57,1231267.27,998057.91,157108.31,8638.85,67462.2,43759.93,23702.27,0.0,conventional,2015,PhoenixTucson
38,2016-04-03,1.18,12965.74,6048.13,46.83,0.0,6870.78,4963.28,1907.5,0.0,organic,2016,Houston
18,2017-08-27,1.31,253876.89,4199.84,88697.4,645.63,160334.02,21251.16,138455.0,627.86,conventional,2017,CincinnatiDayton
17,2017-09-03,2.13,167349.41,6815.74,41002.21,840.59,118690.87,100375.43,18315.44,0.0,organic,2017,Midsouth
42,2015-03-08,1.65,2337.44,561.33,330.67,0.0,1445.44,1233.27,212.17,0.0,organic,2015,Pittsburgh
44,2016-02-21,1.28,13399.83,7088.11,52.61,0.0,6259.11,5175.32,1083.79,0.0,organic,2016,Houston
27,2016-06-19,1.26,216299.96,3034.67,130169.29,18998.81,64097.19,49222.23,4610.79,10264.17,conventional,2016,GrandRapids
2,2016-12-11,2.54,7514.4,19.71,3180.04,10.97,4303.68,4299.87,3.81,0.0,organic,2016,HartfordSpringfield
30,2015-05-31,1.55,9908.64,616.11,7097.83,0.0,2194.7,1165.54,1029.16,0.0,organic,2015,Detroit
2,2018-03-11,1.62,17727.19,2335.09,3082.62,0.0,12309.48,12278.25,31.23,0.0,organic,2018,PhoenixTucson
50,2016-01-10,1.38,63163.21,20245.33,5601.24,0.0,37316.64,36780.47,536.17,0.0,organic,2016,SouthCentral
23,2015-07-19,0.78,1093424.59,517797.01,424786.53,4233.66,146607.39,73695.03,72912.36,0.0,conventional,2015,Houston
11,2015-10-11,1.8,2180.46,242.52,1442.16,0.0,495.78,8.42,487.36,0.0,organic,2015,Spokane
